Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	240
ERR3141386_1 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0671712918370743	0.2397389800251136	0.290873882369553	0.30640598288443205	0.34947226158477857	0.436512539145432	0.4405468509674784	0.44669917649609925	0.4473043232694063	0.4481111856338155	0.4486154746115714	0.4489180479982249	0.4537592221846808	0.4924886156763272	0.532730876101241	0.534647174216713	0.5457415317273411	0.5639967927221015	0.5725697053439504	0.580436613396941	0.592842122249734	0.5979858698228433	0.6146274060887851	0.6390349926121665	0.6615262810200757	0.672923211917357	0.6940024911875502	0.6997513855339663	0.7023736882182967	0.7103414540668385	0.7422125174610059	0.8062572176359941	0.84145658828335	0.8445831799454359	0.8495252119274429	0.8633427299179521	0.8691924820599196	0.8837160046192871	0.8909777658989707	0.90045839868078	0.9137716276935335	0.9253702741819172
ERR3141386_1 - polya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004034311822046505	0.0010085779555116263	0.0010085779555116263	0.0010085779555116263	0.0010085779555116263	0.0010085779555116263	0.0013111513421651144	0.0018154403199209274	0.023600724158972058	0.1387803266783998	0.18103974301433695	0.19102466477390206	0.2048421827644113	0.27796408453900423	0.27988038265447635	0.2845198412498298	0.28492327243203447	0.28522584581868793	0.28542756140979025	0.28542756140979025	0.28774729070746696	0.2999510839691577	0.32819126672348325	0.3282921245190344	0.3320238629544274	0.3444293718072204	0.34664824330934596	0.3500774083580855	0.355322013726746	0.3586503209799344	0.363390637370839	0.373980705903711	0.38366305427662273	0.3890085174408343	0.39576598974276217	0.3981865768359901	0.39889258140484823
ERR3141386_2 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061321539695106876	0.21583568247948803	0.26344056197963683	0.2764512176057369	0.31618918905289484	0.39717799888047844	0.401212310702525	0.40736463623114594	0.40796978300445286	0.4087766453688621	0.40897836095996454	0.40897836095996454	0.4132143883731133	0.447707754451611	0.48462170762333645	0.4860337167610528	0.4958169229295155	0.5122567436043551	0.5193167892929365	0.5250656836393528	0.5350506053989178	0.5389840594254132	0.5531041508025758	0.5718637007750921	0.5921361176808759	0.6021210394404408	0.6217883095729176	0.6271337727371293	0.6295543598303572	0.6334878138568525	0.654264519740392	0.7052985642892804	0.7340430360213618	0.736665338705692	0.741103081709943	0.7508862878784057	0.7549205997004524	0.7674269663487965	0.7734784340818663	0.7793281862238338	0.7870942364812732	0.796272295876429
ERR3141387_1 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05423029577136773	0.18753257699260292	0.23510884874294397	0.23699415554890155	0.27126237925718916	0.3371372170653536	0.33802442026815716	0.33979882667376426	0.33990972707411476	0.34057512947621743	0.34146233267902104	0.34257133668252543	0.34534384669128654	0.366636723558572	0.3952490268489869	0.3956926284503887	0.40689356888578365	0.4238613301394018	0.4329551629681383	0.4361712745783012	0.44060729059231907	0.4448215058056359	0.45191913142806445	0.45679874904348405	0.4627873706624081	0.46766698827782777	0.4854110523338989	0.4877399607412583	0.49195417595457525	0.49572478956649035	0.5129143516208094	0.5718024642068957	0.6143882179414668	0.6257000587772124	0.6300251743908796	0.6332412860010425	0.6342393896041966	0.6447749276374888	0.6482128400483526	0.6504308480553614	0.6543123620676271	0.6587483780816449
ERR3141387_1 - polya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002661609608410686	0.006654024021026715	0.006654024021026715	0.006654024021026715	0.006654024021026715	0.006654024021026715	0.006986725222078052	0.007430326823479832	0.027614199687260872	0.12642645639950761	0.1690122101340786	0.17134111854143794	0.18487096738419223	0.24386998037062915	0.24453538277273182	0.24542258597553537	0.24564438677623626	0.24575528717658673	0.24653158997903982	0.2469751915804416	0.24797329518359565	0.25617992480952856	0.27658559847401054	0.27669649887436093	0.2807998136873274	0.29222255492342325	0.29654767053709064	0.29932018054585174	0.3024253917556642	0.3034234953588183	0.3075268101717847	0.3109647225826485	0.31395903339211056	0.31662064300052123	0.3219438622173426	0.32327466702154795	0.32382916902330017
ERR3141387_2 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04979427975734992	0.17500083175300263	0.2212462986991383	0.22335340630579678	0.2548491200053232	0.3166206430005213	0.3175078462033248	0.31928225260893195	0.31939315300928234	0.3205021570127868	0.32150026061594084	0.3219438622173426	0.3236073682225993	0.3417950338800723	0.36863293076488	0.36907653236628185	0.37939026959887323	0.3945836244468842	0.403012054873518	0.406228166483681	0.4103314812966475	0.4131039913054086	0.42020161692783714	0.4221978241341452	0.4271883421499152	0.43140255736323213	0.44615231060984134	0.4477049162147475	0.4509210278249104	0.45358263743332106	0.4645617770680152	0.5058167259983809	0.5378669416996595	0.5465171729269942	0.5490678821350545	0.5506204877399608	0.5512858901420634	0.557385412161338	0.5594925197679964	0.5602688225704495	0.5625977309778089	0.5644830377837664
ERR3141387_2 - polya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017744064056071241	0.0044360160140178104	0.0044360160140178104	0.0044360160140178104	0.0044360160140178104	0.0044360160140178104	0.0044360160140178104	0.0044360160140178104	0.0044360160140178104	0.004768717215069147	0.03615353051424516	0.1181089263732242	0.1548169588892216	0.1580330704993845	0.1771079393596611	0.2173647846868727	0.21803018708897542	0.2186955894910781	0.2190282906921294	0.21925009149283028	0.22002639429528342	0.22013729469563384	0.22124629869913828	0.2285657251222677	0.24375907997027868	0.24398088077097962	0.2469751915804416	0.2535183152011179	0.25784343081478517	0.2591742356189906	0.2601723392221446	0.2606159408235464	0.2618358452274013	0.2623903472291535	0.2631666500316066	0.2633884508323075	0.26438655443546144	0.26449745483581194
ERR3141388_1 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00347115729810822	0.014407680292147815	0.02268139768763864	0.02382260008701668	0.026628055985487713	0.03157326638279258	0.0324291681823261	0.03390322128152275	0.034759123081056276	0.03561502488058981	0.03651847678009744	0.03670867717999378	0.03770722927944956	0.04308039057652119	0.0504031059725303	0.051211457672089754	0.05487281537009432	0.061006778266751306	0.06443038546488544	0.06699809086348604	0.06918539546229396	0.06985109686193117	0.07317960386011713	0.0757948593586918	0.07831501465731831	0.08021701865628174	0.08463917795387166	0.08582793045322377	0.08616078115304238	0.08796768495205762	0.09562325104788531	0.10670242434184718	0.1127888371385301	0.11578449343689745	0.11897035013516115	0.12130030503389133	0.1217282559336581	0.12391556053246602	0.12410576093236236	0.12634061563114435	0.12900342122969316	0.13028727392899345
ERR3141388_2 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003233406798237794	0.013076277492873429	0.020636743388752977	0.02168284558818285	0.02391770028696485	0.0276266080849435	0.028530059984451118	0.03000411308364776	0.03071736458325904	0.03157326638279258	0.03257181848224836	0.032904669182066956	0.03390322128152275	0.03865823127893127	0.04493484447551051	0.04574319617506996	0.04911925327323001	0.0545875147702498	0.05748807086866901	0.059865575867373254	0.06205288046618118	0.06271858186581838	0.0655715878642635	0.06794909286296776	0.06994619706187932	0.07146780026105005	0.0758424094586659	0.0767934114581476	0.07703116195801803	0.07821991445737016	0.08440142745400123	0.09414919794868867	0.0995699093457344	0.10247046544415359	0.10508572094272828	0.10674997444182126	0.10746322594143254	0.1091750295404996	0.10936522994039595	0.11060153253972216	0.11259863673863373	0.11388248943793404
